SetID,Time of Application,State,Monthly Net Income,Paycheck Net Income,Rent or Own,Months at Residence,Bank Account Months,Pay Cycle,Loan Amount,Loan Funded Date,Loan Due Date,First Payment Default
1278,2018-02-27T15:23:44Z,TX,12000,6000,R,60,36,BiWeekly,641.36,27-02-2018,09-03-2018,TRUE
74,2018-04-08T14:01:35Z,CA,5000,5000,R,12,12,Monthly,235.3,08-04-2018,30-04-2018,FALSE
398,2018-03-29T17:11:12Z,TX,1000,500,O,108,6,BiWeekly,642.46,29-03-2018,16-04-2018,TRUE
202,2018-04-04T19:12:47Z,CA,1000,1000,R,12,6,Monthly,117.65,04-04-2018,25-04-2018,FALSE
1289,2018-02-27T12:55:02Z,CA,12000,3000,R,0,6,Weekly,117.65,27-02-2018,09-03-2018,FALSE
484,2018-03-27T16:36:23Z,CA,1766,883,R,52,9,BiWeekly,300,28-03-2018,05-04-2018,TRUE
1706,2018-02-12T17:37:00Z,TX,3000,3000,R,120,30,Monthly,385.39,12-02-2018,01-03-2018,FALSE
1854,2018-02-05T23:07:00Z,CA,1500,750,R,30,12,BiWeekly,205.89,06-02-2018,23-02-2018,FALSE
1496,2018-02-20T11:18:04Z,CA,1586,793,R,60,36,BiWeekly,300,20-02-2018,02-03-2018,FALSE
754,2018-03-19T14:21:37Z,TX,13000,6500,R,60,30,BiWeekly,642.05,19-03-2018,03-04-2018,FALSE
944,2018-03-12T16:49:55Z,CA,3738,1869,R,92,12,BiWeekly,300,12-03-2018,30-03-2018,FALSE
1770,2018-02-11T10:34:00Z,CA,5280,5280,O,113,36,Monthly,300,11-02-2018,23-02-2018,FALSE
149,2018-04-05T19:16:43Z,CA,5000,5000,R,108,12,Monthly,235.3,05-04-2018,04-05-2018,FALSE
1930,2018-02-02T16:30:00Z,CA,1600,800,R,72,36,BiWeekly,300,02-02-2018,23-02-2018,TRUE
964,2018-03-11T18:34:00Z,CA,1928,964,R,178,30,BiWeekly,300,12-03-2018,30-03-2018,TRUE
1712,2018-02-12T16:48:00Z,CA,9000,4500,R,12,6,BiWeekly,117.65,12-02-2018,02-03-2018,FALSE
1124,2018-03-05T12:17:42Z,CA,7000,3500,R,12,12,BiMonthly,117.65,05-03-2018,21-03-2018,FALSE
1444,2018-02-21T17:04:49Z,CA,2500,2500,R,108,6,Monthly,117.65,21-02-2018,02-03-2018,FALSE
1703,2018-02-12T17:59:00Z,CA,3060,1530,R,35,30,BiWeekly,300,12-02-2018,22-02-2018,FALSE
1487,2018-02-20T13:12:17Z,CA,9000,4500,R,24,6,BiWeekly,117.65,20-02-2018,02-03-2018,TRUE
1230,2018-03-01T10:04:45Z,TX,1500,1500,O,12,6,Monthly,643.97,01-03-2018,30-03-2018,FALSE
61,2018-04-09T08:03:10Z,TX,6500,3250,R,12,6,BiWeekly,642.46,09-04-2018,27-04-2018,FALSE
685,2018-03-21T13:47:10Z,CA,2864,1432,R,30,36,BiWeekly,300,21-03-2018,30-03-2018,FALSE
1458,2018-02-21T09:49:05Z,TX,10800,5400,R,60,36,BiWeekly,642.19,21-02-2018,09-03-2018,TRUE
1048,2018-03-08T09:44:14Z,TX,5000,5000,R,120,30,Monthly,643.42,08-03-2018,02-04-2018,TRUE
1052,2018-03-07T19:36:18Z,CA,11000,5500,R,48,30,BiWeekly,235.3,07-03-2018,16-03-2018,FALSE
320,2018-04-02T11:57:09Z,CA,3000,1500,R,24,24,BiWeekly,235.3,02-04-2018,20-04-2018,FALSE
1210,2018-03-01T14:42:44Z,TX,12000,6000,R,60,36,BiWeekly,641.09,01-03-2018,09-03-2018,TRUE
113,2018-04-06T20:46:38Z,CA,1000,500,R,16,15,BiWeekly,300,07-04-2018,24-04-2018,FALSE
1920,2018-02-03T10:43:00Z,CA,1800,900,R,179,36,Weekly,300,05-02-2018,16-02-2018,FALSE
35,2018-04-09T13:20:44Z,CA,5000,2500,R,12,24,BiMonthly,235.3,09-04-2018,20-04-2018,FALSE
836,2018-03-15T18:42:06Z,CA,6000,3000,R,72,30,BiMonthly,235.3,16-03-2018,30-03-2018,FALSE
242,2018-04-03T19:33:29Z,CA,2600,1300,R,26,6,BiWeekly,300,03-04-2018,13-04-2018,TRUE
1307,2018-02-26T21:53:04Z,CA,1934,967,R,20,15,BiMonthly,300,27-02-2018,09-03-2018,FALSE
226,2018-04-04T09:46:42Z,CA,5000,2500,R,63,36,BiMonthly,300,04-04-2018,16-04-2018,TRUE
1511,2018-02-19T15:53:09Z,CA,1014,1014,O,30,36,Monthly,300,19-02-2018,01-03-2018,FALSE
53,2018-04-09T10:59:25Z,TX,5000,2500,R,24,30,BiWeekly,641.5,11-04-2018,20-04-2018,FALSE
3,2018-04-09T21:54:27Z,CA,5000,2500,R,12,6,BiWeekly,117.65,10-04-2018,20-04-2018,FALSE
1047,2018-03-08T11:04:08Z,TX,12000,6000,R,60,36,BiMonthly,641.09,08-03-2018,16-03-2018,TRUE
504,2018-03-27T10:21:05Z,CA,3000,1500,R,120,30,BiWeekly,235.3,27-03-2018,13-04-2018,FALSE
1431,2018-02-22T08:05:39Z,TX,6000,6000,R,36,24,Monthly,644.24,27-02-2018,25-03-2018,FALSE
1884,2018-02-05T13:47:00Z,CA,5000,2500,R,6,6,BiWeekly,235.3,05-02-2018,23-02-2018,FALSE
236,2018-04-04T02:22:30Z,CA,4500,4500,R,12,6,Monthly,300,04-04-2018,04-05-2018,FALSE
702,2018-03-20T17:59:08Z,CA,2000,1000,R,12,6,BiWeekly,117.65,20-03-2018,06-04-2018,FALSE
1611,2018-02-14T16:05:00Z,CA,30000,15000,R,88,50,BiWeekly,235.3,14-02-2018,23-02-2018,FALSE
493,2018-03-27T13:02:19Z,CA,3500,1750,O,12,6,BiWeekly,117.65,27-03-2018,05-04-2018,FALSE
159,2018-04-05T16:55:47Z,CA,4500,2250,R,60,12,BiWeekly,235.3,05-04-2018,13-04-2018,FALSE
900,2018-03-14T08:24:57Z,TX,4000,2000,R,24,24,BiWeekly,641.23,14-03-2018,23-03-2018,FALSE
1757,2018-02-12T10:09:00Z,TX,5000,2500,R,60,12,BiWeekly,321.23,12-02-2018,02-03-2018,FALSE
533,2018-03-26T13:38:41Z,TX,4100,4100,R,12,6,Monthly,386.54,26-03-2018,26-04-2018,TRUE
1814,2018-02-08T13:32:00Z,CA,2300,1150,R,151,36,BiWeekly,300,08-02-2018,23-02-2018,FALSE
286,2018-04-02T19:10:29Z,CA,1600,400,R,13,36,Weekly,294.12,02-04-2018,13-04-2018,FALSE
1719,2018-02-12T15:46:00Z,CA,4700,2350,O,31,36,BiWeekly,147.06,12-02-2018,01-03-2018,FALSE
733,2018-03-19T21:15:36Z,CA,3500,3500,O,60,6,Monthly,117.65,20-03-2018,05-04-2018,FALSE
562,2018-03-25T15:05:06Z,CA,3400,1700,O,26,36,BiWeekly,300,25-03-2018,06-04-2018,TRUE
693,2018-03-21T09:45:53Z,TX,1000,1000,O,12,6,Monthly,641.23,21-03-2018,30-03-2018,FALSE
1566,2018-02-15T15:23:07Z,CA,4502,2251,R,12,12,BiMonthly,117.65,15-02-2018,23-02-2018,TRUE
718,2018-03-20T11:39:20Z,CA,3000,3000,R,24,5,Monthly,235.3,20-03-2018,09-04-2018,FALSE
768,2018-03-19T11:33:31Z,TX,12000,6000,R,60,60,BiWeekly,641.5,19-03-2018,30-03-2018,TRUE
1792,2018-02-09T02:34:00Z,CA,2356,2356,R,36,30,Monthly,300,09-02-2018,06-03-2018,TRUE
957,2018-03-12T12:44:02Z,CA,1994,997,R,48,36,BiWeekly,300,12-03-2018,23-03-2018,FALSE
192,2018-04-05T10:01:07Z,TX,6500,3250,R,60,30,BiMonthly,641.5,05-04-2018,16-04-2018,FALSE
429,2018-03-29T06:02:22Z,CA,1080,540,R,131,36,BiWeekly,294.13,29-03-2018,13-04-2018,TRUE
65,2018-04-08T19:15:54Z,CA,3250,1625,R,24,6,BiWeekly,235.3,08-04-2018,23-04-2018,TRUE
1042,2018-03-08T12:37:01Z,CA,2650,1325,R,120,36,BiWeekly,300,08-03-2018,28-03-2018,FALSE
1994,2018-01-31T15:54:00Z,TX,4500,4500,R,24,60,Monthly,643.01,31-01-2018,22-02-2018,TRUE
1034,2018-03-08T14:08:12Z,TX,12000,6000,R,60,36,BiMonthly,641.09,08-03-2018,16-03-2018,FALSE
98,2018-04-07T14:25:19Z,CA,2500,1250,R,12,12,BiWeekly,235.3,11-04-2018,20-04-2018,FALSE
94,2018-04-07T15:48:30Z,CA,2000,2000,R,48,12,Monthly,235.3,08-04-2018,30-04-2018,FALSE
1723,2018-02-12T15:32:00Z,CA,660,660,R,50,30,Monthly,205.88,12-02-2018,01-03-2018,FALSE
993,2018-03-09T18:23:12Z,CA,1500,1500,O,108,6,Monthly,117.65,09-03-2018,03-04-2018,FALSE
399,2018-03-29T16:43:25Z,CA,1204,602,R,144,36,BiMonthly,300,29-03-2018,16-04-2018,TRUE
371,2018-03-30T19:33:11Z,CA,600,300,R,13,36,BiWeekly,205.88,30-03-2018,18-04-2018,TRUE
1417,2018-02-22T13:29:50Z,TX,13000,6500,R,12,6,BiMonthly,640.95,22-02-2018,01-03-2018,FALSE
1178,2018-03-02T16:25:20Z,TX,6000,3000,R,31,50,BiMonthly,513.97,06-03-2018,20-03-2018,FALSE
431,2018-03-28T22:02:04Z,CA,4400,2200,R,24,12,BiMonthly,300,29-03-2018,13-04-2018,FALSE
815,2018-03-16T16:23:27Z,CA,1500,1500,R,60,6,Monthly,117.65,16-03-2018,03-04-2018,TRUE
433,2018-03-28T20:30:15Z,TX,1760,880,R,15,30,BiWeekly,417.33,29-03-2018,13-04-2018,FALSE
71,2018-04-08T14:38:41Z,CA,4304,2152,R,2,6,BiMonthly,300,08-04-2018,20-04-2018,FALSE
452,2018-03-28T12:42:36Z,TX,2400,1200,R,15,15,BiMonthly,256.71,28-03-2018,10-04-2018,FALSE
855,2018-03-15T10:31:51Z,TX,4500,4500,R,12,31,Monthly,643.97,15-03-2018,13-04-2018,FALSE
574,2018-03-25T10:48:46Z,CA,6038,6038,R,60,60,Monthly,117.65,25-03-2018,25-04-2018,FALSE
703,2018-03-20T17:41:43Z,CA,3000,3000,R,12,12,Monthly,235.3,20-03-2018,09-04-2018,TRUE
695,2018-03-20T23:24:23Z,CA,2500,1250,R,12,6,BiWeekly,117.65,21-03-2018,10-04-2018,FALSE
165,2018-04-05T15:44:08Z,CA,6500,3250,R,60,18,BiWeekly,235.3,05-04-2018,20-04-2018,FALSE
1245,2018-02-28T14:01:55Z,TX,1548,774,O,365,36,BiMonthly,512.97,28-02-2018,09-03-2018,FALSE
1676,2018-02-13T13:11:00Z,CA,5200,2600,R,54,62,BiWeekly,235.3,13-02-2018,02-03-2018,FALSE
1274,2018-02-27T16:12:08Z,CA,4000,1000,R,0,6,Weekly,117.65,27-02-2018,09-03-2018,TRUE
1778,2018-02-10T03:32:00Z,CA,1778,889,R,108,36,BiMonthly,176.47,10-02-2018,23-02-2018,FALSE
1538,2018-02-16T15:17:14Z,CA,3404,851,R,106,36,Weekly,300,16-02-2018,02-03-2018,FALSE
213,2018-04-04T16:05:28Z,TX,3500,1750,O,108,6,BiWeekly,641.09,04-04-2018,12-04-2018,FALSE
1073,2018-03-06T19:05:03Z,CA,3000,1500,O,12,6,BiWeekly,117.65,06-03-2018,20-03-2018,FALSE
405,2018-03-29T15:19:02Z,CA,6000,3000,R,60,60,BiWeekly,117.65,29-03-2018,13-04-2018,TRUE
215,2018-04-04T15:53:02Z,TX,3500,3500,R,12,6,Monthly,386.21,04-04-2018,01-05-2018,FALSE
858,2018-03-15T10:22:50Z,CA,3500,3500,R,120,9,Monthly,294.12,15-03-2018,02-04-2018,TRUE
777,2018-03-19T09:47:03Z,CA,1556,778,R,23,6,BiWeekly,300,19-03-2018,30-03-2018,TRUE
1032,2018-03-08T14:18:39Z,CA,3600,1800,R,24,30,BiWeekly,300,08-03-2018,29-03-2018,FALSE
104,2018-04-07T11:48:28Z,CA,2000,2000,R,60,60,Monthly,117.65,09-04-2018,03-05-2018,FALSE
1015,2018-03-09T02:17:41Z,CA,5800,1450,O,113,36,Weekly,300,09-03-2018,21-03-2018,TRUE
1554,2018-02-15T17:05:26Z,CA,14150,7075,R,270,14,BiWeekly,235.3,15-02-2018,23-02-2018,TRUE
1252,2018-02-28T11:55:44Z,TX,1000,1000,O,108,6,Monthly,644.24,28-02-2018,31-03-2018,TRUE
1822,2018-02-08T11:26:00Z,CA,1998,999,R,25,30,BiWeekly,300,08-02-2018,16-02-2018,FALSE
1644,2018-02-13T19:05:00Z,CA,2012,1006,R,17,30,BiWeekly,300,13-02-2018,02-03-2018,FALSE
1464,2018-02-21T02:18:33Z,CA,10000,10000,O,222,36,Monthly,300,21-02-2018,01-03-2018,FALSE
1479,2018-02-20T15:16:39Z,TX,10600,5300,R,60,60,BiWeekly,642.32,20-02-2018,09-03-2018,TRUE
1654,2018-02-13T16:26:00Z,CA,10000,5000,O,108,6,BiWeekly,117.65,13-02-2018,23-02-2018,TRUE
1553,2018-02-15T17:33:28Z,TX,12000,6000,R,60,60,BiMonthly,641.09,15-02-2018,23-02-2018,TRUE
583,2018-03-24T14:26:50Z,CA,2400,1200,O,35,6,BiMonthly,300,26-03-2018,06-04-2018,FALSE
1137,2018-03-05T07:06:35Z,CA,4500,4500,O,12,6,Monthly,117.65,05-03-2018,15-03-2018,FALSE
1112,2018-03-05T15:32:05Z,TX,13000,6500,R,60,18,BiWeekly,641.5,05-03-2018,16-03-2018,FALSE
152,2018-04-05T18:57:22Z,CA,2650,1325,R,12,36,BiMonthly,300,05-04-2018,13-04-2018,FALSE
1939,2018-02-01T20:14:00Z,TX,2544,1272,R,70,6,BiWeekly,642.05,02-02-2018,16-02-2018,FALSE
1018,2018-03-08T19:36:33Z,CA,10000,2500,O,12,6,Weekly,117.65,08-03-2018,21-03-2018,FALSE
382,2018-03-30T13:15:15Z,CA,5000,2500,R,24,24,BiMonthly,235.3,30-03-2018,10-04-2018,FALSE
1934,2018-02-02T11:30:00Z,CA,1686,843,R,53,30,BiWeekly,300,02-02-2018,23-02-2018,FALSE
290,2018-04-02T18:37:32Z,CA,2400,1200,R,48,30,BiWeekly,300,02-04-2018,13-04-2018,TRUE
1457,2018-02-21T10:38:31Z,CA,2000,1000,R,98,15,BiWeekly,300,21-02-2018,02-03-2018,FALSE
598,2018-03-23T18:44:27Z,TX,1206,603,R,127,6,BiWeekly,417.51,27-03-2018,13-04-2018,TRUE
1714,2018-02-12T16:41:00Z,CA,6000,1500,R,12,6,Weekly,117.65,12-02-2018,26-02-2018,FALSE
549,2018-03-26T10:41:49Z,TX,3000,3000,R,120,30,Monthly,386.05,26-03-2018,20-04-2018,FALSE
1292,2018-02-27T12:24:10Z,CA,4500,4500,R,24,24,Monthly,235.3,27-02-2018,30-03-2018,TRUE
1271,2018-02-27T16:35:43Z,CA,3000,3000,R,0,6,Monthly,117.65,27-02-2018,30-03-2018,FALSE
743,2018-03-19T16:51:48Z,CA,1800,900,R,35,15,BiWeekly,205.88,19-03-2018,30-03-2018,FALSE
427,2018-03-29T09:49:18Z,TX,5000,2500,R,36,6,BiMonthly,642.73,29-03-2018,18-04-2018,TRUE
145,2018-04-06T03:36:51Z,CA,1500,1500,R,12,6,Monthly,117.65,06-04-2018,20-04-2018,TRUE
469,2018-03-27T23:10:26Z,CA,5000,5000,O,108,6,Monthly,117.65,28-03-2018,27-04-2018,FALSE
492,2018-03-27T13:43:20Z,CA,3000,1500,R,36,36,BiWeekly,117.65,27-03-2018,04-04-2018,FALSE
1698,2018-02-12T19:16:00Z,CA,950,950,R,26,30,Monthly,147.06,12-02-2018,02-03-2018,FALSE
1441,2018-02-21T17:31:00Z,CA,960,480,O,180,30,BiWeekly,294.12,21-02-2018,02-03-2018,FALSE
1159,2018-03-03T14:51:40Z,CA,8000,4000,R,12,12,BiMonthly,235.3,03-03-2018,20-03-2018,TRUE
1972,2018-01-31T21:41:00Z,CA,1888,944,R,6,36,BiWeekly,300,01-02-2018,14-02-2018,FALSE
1063,2018-03-07T13:02:59Z,CA,4000,2000,R,12,6,BiWeekly,117.65,08-03-2018,19-03-2018,TRUE
1285,2018-02-27T13:04:04Z,CA,10000,2500,R,24,6,Weekly,117.65,27-02-2018,12-03-2018,TRUE
1585,2018-02-15T11:31:49Z,TX,4000,2000,R,60,12,BiMonthly,641.09,15-02-2018,23-02-2018,FALSE
1050,2018-03-08T09:05:47Z,CA,4500,4500,R,12,6,BiMonthly,300,08-03-2018,30-03-2018,TRUE
1196,2018-03-01T18:56:49Z,CA,2924,731,R,15,36,Weekly,235.3,01-03-2018,13-03-2018,FALSE
1150,2018-03-04T12:46:48Z,CA,2932,1466,R,36,30,BiWeekly,147.06,05-03-2018,16-03-2018,FALSE
1530,2018-02-17T13:36:09Z,CA,1500,750,R,222,30,BiMonthly,235.3,17-02-2018,28-02-2018,FALSE
1426,2018-02-22T11:20:45Z,CA,1000,1000,O,48,36,Monthly,300,22-02-2018,05-03-2018,FALSE
1568,2018-02-15T15:05:32Z,CA,1057,1057,R,219,36,Monthly,300,15-02-2018,01-03-2018,FALSE
708,2018-03-20T14:50:46Z,CA,3513,3513,R,473,36,Monthly,300,20-03-2018,30-03-2018,FALSE
1323,2018-02-26T16:09:32Z,CA,3625,3625,R,60,60,Monthly,235.3,27-02-2018,29-03-2018,FALSE
1391,2018-02-23T11:57:06Z,TX,10000,5000,R,24,9,BiWeekly,641.78,23-02-2018,08-03-2018,FALSE
467,2018-03-27T23:47:19Z,CA,2500,2500,R,12,6,Monthly,117.65,28-03-2018,27-04-2018,FALSE
998,2018-03-09T16:06:34Z,TX,1500,1500,R,72,6,Monthly,643.42,09-03-2018,03-04-2018,FALSE
1384,2018-02-23T14:48:49Z,CA,6000,3000,R,36,36,BiWeekly,117.65,23-02-2018,15-03-2018,TRUE
211,2018-04-04T16:23:05Z,CA,352,352,R,348,36,Monthly,117.65,04-04-2018,01-05-2018,FALSE
326,2018-04-02T11:09:15Z,TX,5000,2500,O,36,6,BiWeekly,384.9,02-04-2018,13-04-2018,FALSE
521,2018-03-26T16:35:26Z,CA,5000,5000,R,60,6,Monthly,117.65,27-03-2018,26-04-2018,FALSE
1301,2018-02-27T10:17:26Z,CA,1452,726,R,62,36,BiWeekly,300,27-02-2018,16-03-2018,FALSE
1437,2018-02-21T18:23:56Z,CA,2016,2016,O,192,36,Monthly,300,21-02-2018,01-03-2018,FALSE
775,2018-03-19T10:45:35Z,TX,3000,3000,R,60,60,Monthly,513.53,19-03-2018,02-04-2018,FALSE
291,2018-04-02T17:47:22Z,TX,3500,1750,R,72,6,BiWeekly,384.82,02-04-2018,12-04-2018,FALSE
167,2018-04-05T15:01:25Z,CA,4500,4500,R,12,12,Monthly,235.3,05-04-2018,02-05-2018,FALSE
1420,2018-02-22T13:17:51Z,CA,6500,6500,R,96,30,Monthly,235.3,22-02-2018,25-03-2018,FALSE
952,2018-03-12T14:32:25Z,CA,1988,994,R,39,3,BiWeekly,300,12-03-2018,23-03-2018,FALSE
1534,2018-02-16T21:36:49Z,CA,3600,1800,R,144,9,BiWeekly,235.3,17-02-2018,02-03-2018,FALSE
263,2018-04-03T12:24:56Z,TX,675,675,O,71,15,Monthly,225.34,03-04-2018,01-05-2018,FALSE
252,2018-04-03T16:27:28Z,TX,3500,3500,O,12,6,Monthly,642.19,03-04-2018,19-04-2018,TRUE
687,2018-03-21T12:46:42Z,TX,3806,1903,R,54,42,BiWeekly,256.49,21-03-2018,30-03-2018,FALSE
56,2018-04-09T10:20:36Z,CA,1800,900,R,12,15,BiWeekly,300,09-04-2018,20-04-2018,FALSE
534,2018-03-26T13:37:53Z,CA,5000,2500,R,24,60,BiWeekly,235.3,26-03-2018,10-04-2018,FALSE
42,2018-04-09T11:43:40Z,CA,2500,1250,R,12,6,BiWeekly,117.65,09-04-2018,20-04-2018,FALSE
1912,2018-02-04T13:10:00Z,CA,1892,946,R,77,30,BiWeekly,300,05-02-2018,16-02-2018,FALSE
976,2018-03-10T16:46:48Z,CA,6000,3000,R,12,6,BiWeekly,117.65,10-03-2018,23-03-2018,FALSE
485,2018-03-27T16:32:53Z,CA,1700,850,R,54,36,BiWeekly,300,27-03-2018,06-04-2018,FALSE
1049,2018-03-08T09:07:06Z,TX,13000,6500,R,120,9,BiWeekly,641.09,08-03-2018,16-03-2018,FALSE
1000,2018-03-09T15:50:31Z,CA,2000,500,O,207,36,Weekly,147.06,09-03-2018,23-03-2018,FALSE
853,2018-03-15T11:22:14Z,CA,7250,3625,R,60,60,BiWeekly,235.3,15-03-2018,30-03-2018,FALSE
1610,2018-02-14T16:17:00Z,CA,10000,5000,R,24,6,BiWeekly,117.65,14-02-2018,23-02-2018,FALSE
1532,2018-02-17T10:39:25Z,CA,1868,934,R,65,12,BiWeekly,235.3,17-02-2018,09-03-2018,TRUE
631,2018-03-23T00:03:55Z,CA,4660,2330,R,45,9,BiWeekly,300,23-03-2018,06-04-2018,FALSE
942,2018-03-12T17:17:50Z,CA,3000,1500,R,123,36,BiMonthly,300,12-03-2018,21-03-2018,FALSE
567,2018-03-25T13:42:43Z,CA,2427,2427,R,145,162,Monthly,235.3,25-03-2018,25-04-2018,FALSE
681,2018-03-21T15:01:18Z,CA,1102,551,R,289,36,BiWeekly,300,21-03-2018,30-03-2018,TRUE
1724,2018-02-12T15:31:00Z,CA,3000,3000,R,60,36,Monthly,235.3,12-02-2018,28-02-2018,TRUE
463,2018-03-28T10:16:27Z,CA,1000,250,R,12,6,Weekly,117.65,28-03-2018,06-04-2018,TRUE
49,2018-04-09T11:24:16Z,TX,13008,6504,R,12,6,BiWeekly,642.46,09-04-2018,27-04-2018,TRUE
347,2018-04-01T15:54:03Z,TX,2500,2500,O,108,6,Monthly,385.97,01-04-2018,25-04-2018,FALSE
472,2018-03-27T19:51:56Z,CA,1000,500,R,64,36,BiMonthly,300,28-03-2018,05-04-2018,FALSE
1942,2018-02-01T17:59:00Z,CA,1200,600,R,4,36,BiWeekly,176.47,01-02-2018,09-02-2018,FALSE
421,2018-03-29T11:20:59Z,TX,5000,2500,R,72,30,BiWeekly,512.87,29-03-2018,06-04-2018,FALSE
1851,2018-02-06T02:56:00Z,CA,4000,2000,R,28,15,BiMonthly,147.06,06-02-2018,23-02-2018,FALSE
1290,2018-02-27T12:28:06Z,CA,2600,1300,R,78,36,BiWeekly,300,27-02-2018,07-03-2018,FALSE
272,2018-04-03T10:39:19Z,CA,3750,1875,R,6,24,BiWeekly,235.3,03-04-2018,12-04-2018,FALSE
1824,2018-02-08T11:06:00Z,CA,9750,4875,R,84,36,BiMonthly,235.3,08-02-2018,20-02-2018,FALSE
1830,2018-02-07T13:16:00Z,TX,2204,1102,R,14,12,BiWeekly,641.91,07-02-2018,21-02-2018,TRUE
1004,2018-03-09T14:30:33Z,CA,1628,407,R,38,36,Weekly,300,09-03-2018,22-03-2018,FALSE
735,2018-03-19T20:22:28Z,CA,3656,1828,O,92,36,BiWeekly,300,20-03-2018,06-04-2018,FALSE
621,2018-03-23T12:27:19Z,TX,4751,4751,R,60,12,Monthly,640.95,23-03-2018,30-03-2018,FALSE
316,2018-04-02T12:30:44Z,TX,6000,6000,R,12,6,Monthly,643.01,02-04-2018,24-04-2018,FALSE
1948,2018-02-01T17:17:00Z,CA,3500,3500,R,72,6,Monthly,117.65,01-02-2018,28-02-2018,FALSE
468,2018-03-27T23:21:51Z,CA,3264,816,O,29,36,Weekly,300,28-03-2018,06-04-2018,FALSE
1752,2018-02-12T10:27:00Z,CA,6000,3000,R,24,9,BiWeekly,235.3,12-02-2018,23-02-2018,FALSE
633,2018-03-22T18:48:30Z,TX,4000,2000,R,3,6,BiWeekly,512.87,22-03-2018,30-03-2018,FALSE
1777,2018-02-10T11:10:00Z,CA,4900,4900,R,4,36,Monthly,300,10-02-2018,01-03-2018,FALSE
959,2018-03-12T09:29:23Z,CA,1952,976,R,62,36,BiWeekly,300,12-03-2018,30-03-2018,TRUE
430,2018-03-29T00:02:52Z,CA,1888,1888,R,103,36,Monthly,235.3,29-03-2018,27-04-2018,FALSE
1425,2018-02-22T11:26:09Z,TX,6000,3000,R,36,24,BiWeekly,642.05,23-02-2018,09-03-2018,TRUE
1572,2018-02-15T14:37:09Z,CA,1600,1600,O,397,12,Monthly,300,15-02-2018,28-02-2018,FALSE
1998,2018-01-31T15:03:00Z,CA,19000,19000,R,50,36,Monthly,300,31-01-2018,28-02-2018,FALSE
1850,2018-02-06T06:36:00Z,CA,4000,4000,O,93,36,Monthly,300,06-02-2018,28-02-2018,FALSE
1821,2018-02-08T11:40:00Z,CA,1600,800,O,49,36,BiWeekly,235.3,08-02-2018,21-02-2018,FALSE
1721,2018-02-12T15:38:00Z,CA,5000,2500,R,24,6,BiWeekly,117.65,12-02-2018,23-02-2018,FALSE
328,2018-04-02T11:03:58Z,TX,2000,1000,R,91,27,BiWeekly,513.97,02-04-2018,20-04-2018,FALSE
293,2018-04-02T17:21:44Z,TX,3000,1500,O,108,6,BiWeekly,641.23,02-04-2018,11-04-2018,FALSE
1266,2018-02-27T18:59:54Z,CA,2938,1469,R,2,36,BiMonthly,300,27-02-2018,09-03-2018,FALSE
1911,2018-02-04T15:36:00Z,CA,2412,603,R,17,36,Weekly,235.3,13-02-2018,23-02-2018,FALSE
1756,2018-02-12T10:14:00Z,CA,6000,3000,R,48,30,BiWeekly,235.3,12-02-2018,02-03-2018,TRUE
810,2018-03-16T19:21:22Z,CA,8666,4333,R,24,24,BiWeekly,117.65,16-03-2018,06-04-2018,TRUE
1452,2018-02-21T13:57:01Z,TX,7250,3625,R,60,60,BiMonthly,384.57,21-02-2018,28-02-2018,FALSE
354,2018-04-01T11:29:57Z,TX,3500,3500,R,24,6,Monthly,514.41,01-04-2018,23-04-2018,TRUE
1997,2018-01-31T15:04:00Z,CA,7000,3500,R,120,30,BiWeekly,294.12,31-01-2018,08-02-2018,FALSE
650,2018-03-22T14:59:21Z,CA,3000,1500,R,60,30,BiMonthly,235.3,22-03-2018,30-03-2018,TRUE
186,2018-04-05T10:59:17Z,TX,3500,1750,R,36,6,BiWeekly,642.05,05-04-2018,20-04-2018,TRUE
230,2018-04-04T09:28:59Z,CA,3880,1940,R,72,36,BiMonthly,300,04-04-2018,25-04-2018,FALSE
1428,2018-02-22T10:47:31Z,CA,3977,3977,R,12,6,Monthly,235.3,22-02-2018,23-03-2018,FALSE
884,2018-03-14T13:14:49Z,TX,3640,1820,R,51,12,BiWeekly,642.73,14-03-2018,03-04-2018,FALSE
662,2018-03-22T12:56:15Z,CA,2200,1100,R,5,15,BiMonthly,300,22-03-2018,05-04-2018,FALSE
130,2018-04-06T12:39:27Z,CA,2500,2500,R,60,12,Monthly,117.65,06-04-2018,03-05-2018,TRUE
339,2018-04-02T10:06:09Z,TX,6000,3000,R,12,12,BiWeekly,128.3,07-04-2018,13-04-2018,FALSE
657,2018-03-22T13:18:34Z,TX,4700,4700,R,36,6,Monthly,641.09,22-03-2018,30-03-2018,FALSE
744,2018-03-19T16:40:36Z,CA,10000,5000,R,36,60,BiWeekly,235.3,19-03-2018,06-04-2018,FALSE
1203,2018-03-01T16:46:14Z,TX,7000,3500,O,84,6,BiWeekly,641.09,01-03-2018,09-03-2018,FALSE
1855,2018-02-05T22:56:00Z,CA,1800,900,R,6,36,BiWeekly,300,06-02-2018,15-02-2018,FALSE
1046,2018-03-08T11:07:32Z,TX,9000,4500,R,60,48,BiWeekly,642.05,08-03-2018,23-03-2018,FALSE
1038,2018-03-08T13:07:23Z,CA,676,338,R,282,15,BiWeekly,205.88,08-03-2018,16-03-2018,TRUE
139,2018-04-06T11:07:11Z,CA,2500,1250,R,12,12,BiWeekly,235.3,06-04-2018,18-04-2018,TRUE
